category_min_id,week_num,region,cv_uu
8,32,Niigata,108
8,32,Tokyo,303
8,33,Niigata,120
8,33,Tokyo,371
8,34,Niigata,107
8,34,Tokyo,345
8,35,Niigata,131
8,35,Tokyo,339
8,36,Niigata,108
8,36,Tokyo,371
8,37,Niigata,101
8,37,Tokyo,345
8,38,Niigata,180
8,38,Tokyo,358
8,39,Niigata,117
8,39,Tokyo,298
8,40,Niigata,124
8,40,Tokyo,316
8,41,Niigata,109
8,41,Tokyo,321
8,42,Niigata,107
8,42,Tokyo,312
8,43,Niigata,87
8,43,Tokyo,304
8,44,Niigata,67
8,44,Tokyo,283
8,45,Niigata,79
8,45,Tokyo,310
8,46,Niigata,61
8,46,Tokyo,258
9,1,Niigata,3
9,1,Tokyo,129
9,2,Niigata,13
9,2,Tokyo,146
9,3,Niigata,10
9,3,Tokyo,113
9,4,Niigata,5
9,4,Tokyo,115
9,5,Niigata,7
9,5,Tokyo,126
9,6,Niigata,10
9,6,Tokyo,133
9,7,Niigata,11
9,7,Tokyo,101
9,8,Niigata,10
9,8,Tokyo,79
9,9,Niigata,11
9,9,Tokyo,80
9,10,Niigata,7
9,10,Tokyo,66
9,11,Niigata,10
9,11,Tokyo,48
9,12,Niigata,3
9,12,Tokyo,57
9,13,Niigata,7
9,13,Tokyo,46
9,14,Niigata,4
9,14,Tokyo,47
9,15,Niigata,5
9,15,Tokyo,51
9,16,Niigata,5
9,16,Tokyo,42
9,17,Niigata,5
9,17,Tokyo,58
9,18,Niigata,10
9,18,Tokyo,80
9,19,Niigata,6
9,19,Tokyo,76
9,20,Niigata,12
9,20,Tokyo,76
9,21,Niigata,11
9,21,Tokyo,62
9,22,Niigata,10
9,22,Tokyo,75
9,23,Niigata,8
9,23,Tokyo,80
9,24,Niigata,5
9,24,Tokyo,79
9,25,Niigata,7
9,25,Tokyo,62
9,26,Niigata,12
9,26,Tokyo,56
9,27,Niigata,6
9,27,Tokyo,60
9,28,Niigata,8
9,28,Tokyo,61
9,29,Niigata,5
9,29,Tokyo,52
9,30,Niigata,5
9,30,Tokyo,41
9,31,Niigata,4
9,31,Tokyo,57
9,32,Niigata,7
9,32,Tokyo,56
9,33,Niigata,10
9,33,Tokyo,48
9,34,Niigata,5
9,34,Tokyo,59
9,35,Niigata,6
9,35,Tokyo,56
9,36,Niigata,8
9,36,Tokyo,66
9,37,Niigata,4
9,37,Tokyo,94
9,38,Niigata,4
9,38,Tokyo,93
9,39,Niigata,10
9,39,Tokyo,66
9,40,Niigata,8
9,40,Tokyo,85
9,41,Niigata,3
9,41,Tokyo,62
9,42,Niigata,4
9,42,Tokyo,62
9,43,Niigata,1
9,43,Tokyo,42
9,44,Niigata,2
9,44,Tokyo,36
9,45,Niigata,5
9,45,Tokyo,56
9,46,Niigata,5
9,46,Tokyo,41
10,1,Tokyo,286
10,2,Tokyo,245
10,3,Tokyo,184
10,4,Tokyo,173
10,5,Tokyo,173
10,6,Tokyo,181
10,7,Tokyo,162
10,8,Tokyo,172
10,9,Tokyo,147
10,10,Tokyo,168
10,11,Tokyo,146
10,12,Tokyo,153
10,13,Tokyo,130
10,14,Tokyo,145
10,15,Tokyo,113
10,16,Tokyo,108
10,17,Tokyo,124
10,18,Tokyo,114
10,19,Tokyo,121
10,20,Tokyo,104
10,21,Tokyo,104
10,22,Tokyo,128
10,23,Tokyo,124
10,24,Tokyo,128
10,25,Tokyo,113
10,26,Tokyo,127
10,27,Tokyo,110
10,28,Tokyo,97
10,29,Tokyo,105
10,30,Tokyo,104
10,31,Tokyo,109
10,32,Tokyo,98
10,33,Tokyo,140
10,34,Tokyo,122
10,35,Tokyo,147
10,36,Tokyo,140
10,37,Tokyo,131
10,38,Tokyo,162
10,39,Tokyo,146
10,40,Tokyo,187
10,41,Tokyo,141
10,42,Tokyo,114
10,43,Tokyo,116
10,44,Tokyo,100
10,45,Tokyo,135
10,46,Tokyo,134
11,1,Tokyo,2
11,2,Tokyo,4
11,3,Tokyo,3
11,4,Tokyo,2
11,5,Tokyo,5
11,6,Tokyo,2
11,7,Tokyo,3
11,9,Tokyo,4
11,10,Tokyo,3
11,11,Tokyo,1
11,12,Tokyo,4
11,13,Tokyo,3
11,14,Tokyo,2
11,17,Tokyo,1
11,19,Tokyo,1
11,22,Tokyo,2
11,26,Tokyo,2
11,27,Tokyo,1
11,31,Tokyo,1
11,33,Tokyo,1
11,34,Tokyo,1
11,36,Tokyo,2
11,39,Tokyo,1
11,40,Tokyo,1
11,43,Tokyo,1
11,44,Tokyo,1
12,1,Niigata,1
12,2,Niigata,3
12,2,Tokyo,1
12,3,Niigata,1
12,3,Tokyo,1
12,4,Niigata,3
12,5,Niigata,2
12,6,Niigata,1
12,6,Tokyo,1
12,7,Niigata,1
12,7,Tokyo,1
12,8,Niigata,1
12,8,Tokyo,1
12,9,Niigata,2
12,9,Tokyo,1
12,10,Tokyo,2
12,11,Niigata,1
12,12,Niigata,2
12,12,Tokyo,1
12,13,Niigata,2
12,13,Tokyo,1
12,14,Niigata,12
12,14,Tokyo,3
12,15,Niigata,10
12,16,Niigata,1
12,16,Tokyo,1
12,17,Niigata,1
12,17,Tokyo,2
12,18,Niigata,4
12,18,Tokyo,2
12,19,Niigata,11
12,20,Tokyo,1
12,21,Niigata,8
12,21,Tokyo,1
12,22,Niigata,9
12,22,Tokyo,3
12,23,Niigata,8
12,24,Niigata,15
12,25,Niigata,6
12,25,Tokyo,1
12,26,Niigata,6
12,26,Tokyo,1
12,27,Niigata,9
12,27,Tokyo,4
12,28,Niigata,5
12,28,Tokyo,1
12,29,Niigata,6
12,29,Tokyo,4
12,30,Niigata,2
12,30,Tokyo,2
12,31,Niigata,8
12,31,Tokyo,2
12,32,Niigata,3
12,32,Tokyo,1
12,33,Niigata,6
12,33,Tokyo,2
12,34,Niigata,4
12,34,Tokyo,1
12,35,Niigata,3
12,36,Niigata,2
12,37,Niigata,4
12,37,Tokyo,2
12,38,Niigata,1
12,38,Tokyo,5
12,39,Niigata,1
12,39,Tokyo,1
12,40,Niigata,2
12,40,Tokyo,1
12,41,Tokyo,1
12,42,Tokyo,2
12,43,Niigata,2
12,44,Niigata,1
12,44,Tokyo,4
12,45,Niigata,1
12,45,Tokyo,5
12,46,Niigata,1
12,46,Tokyo,1
13,1,Niigata,2
13,5,Niigata,1
13,6,Niigata,1
13,8,Niigata,1
13,11,Niigata,1
13,12,Niigata,1
13,15,Niigata,1
13,17,Niigata,1
13,21,Niigata,1
13,22,Niigata,1
13,25,Niigata,1
13,27,Niigata,2
13,30,Niigata,2
13,31,Niigata,5
13,32,Niigata,3
13,33,Niigata,4
13,34,Niigata,2
13,37,Niigata,5
13,38,Niigata,3
13,39,Niigata,1
13,40,Niigata,3
13,42,Niigata,2
13,43,Niigata,1
13,44,Niigata,2
13,45,Niigata,3
13,46,Niigata,2
14,1,Niigata,28
14,1,Tokyo,991
14,2,Niigata,23
14,2,Tokyo,1003
14,3,Niigata,18
14,3,Tokyo,1009
14,4,Niigata,26
14,4,Tokyo,882
14,5,Niigata,18
14,5,Tokyo,813
14,6,Niigata,23
14,6,Tokyo,798
14,7,Niigata,16
14,7,Tokyo,802
14,8,Niigata,9
14,8,Tokyo,841
14,9,Niigata,15
14,9,Tokyo,810
14,10,Niigata,19
14,10,Tokyo,838
14,11,Niigata,10
14,11,Tokyo,807
14,12,Niigata,19
14,12,Tokyo,839
14,13,Niigata,16
14,13,Tokyo,789
14,14,Niigata,13
14,14,Tokyo,769
14,15,Niigata,7
14,15,Tokyo,642
14,16,Niigata,8
14,16,Tokyo,661
14,17,Niigata,10
14,17,Tokyo,572
14,18,Niigata,5
14,18,Tokyo,586
14,19,Niigata,5
14,19,Tokyo,688
14,20,Niigata,4
14,20,Tokyo,743
14,21,Niigata,9
14,21,Tokyo,702
14,22,Niigata,9
14,22,Tokyo,747
14,23,Niigata,10
14,23,Tokyo,820
14,24,Niigata,11
14,24,Tokyo,832
14,25,Niigata,4
14,25,Tokyo,887
14,26,Niigata,11
14,26,Tokyo,898
14,27,Niigata,15
14,27,Tokyo,767
14,28,Niigata,7
14,28,Tokyo,697
14,29,Niigata,7
14,29,Tokyo,789
14,30,Niigata,8
14,30,Tokyo,758
14,31,Niigata,7
14,31,Tokyo,751
14,32,Niigata,7
14,32,Tokyo,617
14,33,Niigata,12
14,33,Tokyo,972
14,34,Niigata,5
14,34,Tokyo,736
14,35,Niigata,6
14,35,Tokyo,811
14,36,Niigata,7
14,36,Tokyo,746
14,37,Niigata,8
14,37,Tokyo,767
14,38,Niigata,10
14,38,Tokyo,811
14,39,Niigata,4
14,39,Tokyo,731
14,40,Niigata,11
14,40,Tokyo,700
14,41,Niigata,13
14,41,Tokyo,754
14,42,Niigata,13
14,42,Tokyo,809
14,43,Niigata,12
14,43,Tokyo,760
14,44,Niigata,7
14,44,Tokyo,803
14,45,Niigata,6
14,45,Tokyo,937
14,46,Niigata,8
14,46,Tokyo,789
15,1,Niigata,2
15,1,Tokyo,32
15,2,Niigata,3
15,2,Tokyo,55
15,3,Niigata,1
15,3,Tokyo,49
15,4,Niigata,3
15,4,Tokyo,52
15,5,Niigata,1
15,5,Tokyo,45
15,6,Niigata,6
15,6,Tokyo,55
15,7,Niigata,2
15,7,Tokyo,54
15,8,Niigata,3
15,8,Tokyo,46
15,9,Niigata,3
15,9,Tokyo,23
15,10,Niigata,4
15,10,Tokyo,40
15,11,Niigata,5
15,11,Tokyo,74
15,12,Niigata,1
15,12,Tokyo,75
15,13,Tokyo,76
15,14,Niigata,4
15,14,Tokyo,53
15,15,Niigata,1
15,15,Tokyo,36
15,16,Niigata,1
15,16,Tokyo,61
15,17,Niigata,4
15,17,Tokyo,38
15,18,Niigata,4
15,18,Tokyo,62
15,19,Niigata,4
15,19,Tokyo,37
15,20,Niigata,6
15,20,Tokyo,20
15,21,Niigata,2
15,21,Tokyo,28
15,22,Niigata,3
15,22,Tokyo,26
15,23,Niigata,1
15,23,Tokyo,20
15,24,Niigata,6
15,24,Tokyo,22
15,25,Niigata,2
15,25,Tokyo,20
15,26,Niigata,4
15,26,Tokyo,20
15,27,Niigata,6
15,27,Tokyo,38
15,28,Tokyo,25
15,29,Niigata,2
15,29,Tokyo,28
15,30,Niigata,4
15,30,Tokyo,74
15,31,Niigata,4
15,31,Tokyo,12
15,32,Niigata,3
15,32,Tokyo,3
15,33,Niigata,7
15,34,Niigata,2
15,34,Tokyo,2
15,35,Niigata,6
15,36,Niigata,3
15,36,Tokyo,2
15,37,Niigata,2
15,38,Niigata,2
15,38,Tokyo,1
15,39,Niigata,1
15,39,Tokyo,2
15,40,Niigata,3
15,41,Niigata,5
15,41,Tokyo,2
15,42,Niigata,3
15,42,Tokyo,2
15,43,Niigata,1
15,43,Tokyo,1
15,44,Niigata,2
15,44,Tokyo,2
15,45,Niigata,2
15,46,Niigata,6
16,1,Niigata,4
16,1,Tokyo,1204
16,2,Niigata,5
16,2,Tokyo,1423
16,3,Niigata,6
16,3,Tokyo,1354
16,4,Niigata,14
16,4,Tokyo,758
16,5,Niigata,10
16,5,Tokyo,804
16,6,Niigata,10
16,6,Tokyo,824
16,7,Niigata,8
16,7,Tokyo,687
16,8,Niigata,12
16,8,Tokyo,717
16,9,Niigata,11
16,9,Tokyo,733
16,10,Niigata,12
16,10,Tokyo,666
16,11,Niigata,12
16,11,Tokyo,525
16,12,Niigata,5
16,12,Tokyo,521
16,13,Niigata,9
16,13,Tokyo,534
16,14,Niigata,5
16,14,Tokyo,818
16,15,Niigata,10
16,15,Tokyo,644
16,16,Niigata,5
16,16,Tokyo,649
16,17,Niigata,4
16,17,Tokyo,680
16,18,Niigata,2
16,18,Tokyo,641
16,19,Niigata,6
16,19,Tokyo,843
16,20,Niigata,8
16,20,Tokyo,856
16,21,Niigata,3
16,21,Tokyo,601
16,22,Niigata,4
16,22,Tokyo,583
16,23,Niigata,1
16,23,Tokyo,547
16,24,Niigata,6
16,24,Tokyo,572
16,25,Niigata,2
16,25,Tokyo,484
16,26,Niigata,5
16,26,Tokyo,358
16,27,Niigata,3
16,27,Tokyo,349
16,28,Niigata,2
16,28,Tokyo,379
16,29,Tokyo,321
16,30,Niigata,4
16,30,Tokyo,334
16,31,Niigata,1
16,31,Tokyo,409
16,32,Niigata,3
16,32,Tokyo,313
16,33,Niigata,4
16,33,Tokyo,378
16,34,Niigata,3
16,34,Tokyo,383
16,35,Niigata,4
16,35,Tokyo,371
16,36,Niigata,2
16,36,Tokyo,601
16,37,Niigata,3
16,37,Tokyo,254
16,38,Niigata,2
16,38,Tokyo,202
16,39,Niigata,3
16,39,Tokyo,226
16,40,Niigata,4
16,40,Tokyo,367
16,41,Niigata,3
16,41,Tokyo,343
16,42,Tokyo,256
16,43,Niigata,2
16,43,Tokyo,150
16,44,Niigata,5
16,44,Tokyo,244
16,45,Niigata,4
16,45,Tokyo,268
16,46,Niigata,2
16,46,Tokyo,234
17,1,Niigata,124
17,1,Tokyo,324
17,2,Niigata,133
17,2,Tokyo,336
17,3,Niigata,105
17,3,Tokyo,351
17,4,Niigata,121
17,4,Tokyo,419
17,5,Niigata,132
17,5,Tokyo,427
17,6,Niigata,121
17,6,Tokyo,410
17,7,Niigata,121
17,7,Tokyo,457
17,8,Niigata,147
17,8,Tokyo,442
17,9,Niigata,138
17,9,Tokyo,510
17,10,Niigata,138
17,10,Tokyo,480
17,11,Niigata,136
17,11,Tokyo,461
17,12,Niigata,132
17,12,Tokyo,462
17,13,Niigata,140
17,13,Tokyo,459
17,14,Niigata,141
17,14,Tokyo,430
17,15,Niigata,128
